ENSMUSG00000089699.2	ENSMUST00000161581.2
ENSMUSG00000115164.3	ENSMUST00000229281.2
ENSMUSG00000115164.3	ENSMUST00000227678.2
ENSMUSG00000115520.3	ENSMUST00000228339.3
ENSMUSG00000115520.3	ENSMUST00000226699.2
ENSMUSG00000115369.2	ENSMUST00000227423.2
ENSMUSG00000115369.2	ENSMUST00000226449.2
ENSMUSG00000115676.2	ENSMUST00000226508.2
ENSMUSG00000115711.2	ENSMUST00000228483.2
ENSMUSG00000115464.2	ENSMUST00000227064.2
ENSMUSG00000093695.3	ENSMUST00000176762.3
ENSMUSG00000115752.2	ENSMUST00000226773.2
ENSMUSG00000115169.2	ENSMUST00000226656.2
ENSMUSG00000115328.2	ENSMUST00000227641.2
ENSMUSG00000092495.2	ENSMUST00000174002.2
ENSMUSG00000099013.2	ENSMUST00000184492.2
ENSMUSG00000099054.2	ENSMUST00000184211.2
ENSMUSG00000115784.2	ENSMUST00000228702.2
ENSMUSG00000090464.2	ENSMUST00000169163.2
ENSMUSG00000091479.2	ENSMUST00000170557.2
ENSMUSG00000091412.2	ENSMUST00000171591.2
ENSMUSG00000116289.2	ENSMUST00000230911.2
ENSMUSG00000102069.2	ENSMUST00000187233.2
ENSMUSG00000096967.4	ENSMUST00000180413.2
ENSMUSG00000093387.2	ENSMUST00000175699.2
ENSMUSG00000116294.2	ENSMUST00000229768.2
ENSMUSG00000069996.4	ENSMUST00000093430.3
ENSMUSG00000116092.2	ENSMUST00000230699.2
ENSMUSG00000116167.2	ENSMUST00000231164.2
ENSMUSG00000116483.2	ENSMUST00000230802.2
ENSMUSG00000090237.2	ENSMUST00000162171.2
ENSMUSG00000116068.2	ENSMUST00000229807.2
ENSMUSG00000116068.2	ENSMUST00000229509.2
ENSMUSG00000116088.2	ENSMUST00000230426.2
ENSMUSG00000106847.2	ENSMUST00000202826.2
ENSMUSG00000115693.2	ENSMUST00000228696.2
ENSMUSG00000115810.2	ENSMUST00000226643.2
ENSMUSG00000099958.2	ENSMUST00000189435.2
ENSMUSG00000116256.2	ENSMUST00000230277.2
ENSMUSG00000044276.3	ENSMUST00000056711.2
ENSMUSG00000091709.2	ENSMUST00000163707.2
ENSMUSG00000116380.2	ENSMUST00000230877.2
ENSMUSG00000100287.2	ENSMUST00000190861.2
ENSMUSG00000099452.2	ENSMUST00000189781.2
ENSMUSG00000115969.2	ENSMUST00000229763.2
ENSMUSG00000085523.2	ENSMUST00000146755.2
ENSMUSG00000115332.2	ENSMUST00000227033.2
ENSMUSG00000116288.2	ENSMUST00000229255.2
ENSMUSG00000115946.3	ENSMUST00000231521.2
ENSMUSG00000115946.3	ENSMUST00000232408.2
ENSMUSG00000116339.2	ENSMUST00000231197.2
ENSMUSG00000116272.2	ENSMUST00000230714.2
ENSMUSG00000097267.3	ENSMUST00000227532.2
ENSMUSG00000097267.3	ENSMUST00000181870.2
ENSMUSG00000093458.2	ENSMUST00000176779.2
ENSMUSG00000086467.3	ENSMUST00000229381.2
ENSMUSG00000116162.2	ENSMUST00000230236.2
ENSMUSG00000097057.2	ENSMUST00000181255.2
ENSMUSG00000092375.2	ENSMUST00000174277.2
ENSMUSG00000116697.2	ENSMUST00000231923.2
ENSMUSG00000116445.3	ENSMUST00000229479.3
ENSMUSG00000115854.2	ENSMUST00000229780.2
ENSMUSG00000116307.2	ENSMUST00000230340.2
ENSMUSG00000116097.2	ENSMUST00000229702.2
ENSMUSG00000116260.2	ENSMUST00000230183.2
ENSMUSG00000097085.3	ENSMUST00000181146.3
ENSMUSG00000084864.2	ENSMUST00000150472.2
ENSMUSG00000116505.2	ENSMUST00000230425.2
ENSMUSG00000115867.2	ENSMUST00000229708.2
ENSMUSG00000116262.2	ENSMUST00000230293.2
ENSMUSG00000116287.2	ENSMUST00000230803.2
ENSMUSG00000075555.13	ENSMUST00000130745.8
ENSMUSG00000075555.13	ENSMUST00000147620.8
ENSMUSG00000075555.13	ENSMUST00000148028.2
ENSMUSG00000092494.3	ENSMUST00000173178.3
ENSMUSG00000085802.3	ENSMUST00000135583.3
ENSMUSG00000089796.2	ENSMUST00000162186.2
ENSMUSG00000087543.2	ENSMUST00000128342.2
ENSMUSG00000115971.2	ENSMUST00000230701.2
ENSMUSG00000115902.2	ENSMUST00000230175.2
ENSMUSG00000116125.2	ENSMUST00000230187.2
ENSMUSG00000115888.2	ENSMUST00000231002.2
ENSMUSG00000116220.2	ENSMUST00000230612.2
ENSMUSG00000116220.2	ENSMUST00000230325.2
ENSMUSG00000116480.2	ENSMUST00000230620.2
ENSMUSG00000115976.2	ENSMUST00000230118.2
ENSMUSG00000047938.8	ENSMUST00000138675.2
ENSMUSG00000115970.2	ENSMUST00000229855.2
ENSMUSG00000115970.2	ENSMUST00000230042.2
ENSMUSG00000091492.2	ENSMUST00000133273.3
ENSMUSG00000097613.2	ENSMUST00000181220.2
ENSMUSG00000116075.2	ENSMUST00000230781.2
ENSMUSG00000116009.2	ENSMUST00000230791.2
ENSMUSG00000116130.2	ENSMUST00000231012.2
ENSMUSG00000100199.2	ENSMUST00000186291.2
ENSMUSG00000100552.2	ENSMUST00000188623.2
ENSMUSG00000090964.2	ENSMUST00000168123.2
ENSMUSG00000116508.2	ENSMUST00000231106.2
ENSMUSG00000116338.2	ENSMUST00000229317.2
ENSMUSG00000075511.10	ENSMUST00000178628.9
ENSMUSG00000075511.10	ENSMUST00000179705.2
ENSMUSG00000075511.10	ENSMUST00000100370.2
ENSMUSG00000116072.2	ENSMUST00000229889.2
ENSMUSG00000115925.2	ENSMUST00000231019.2
ENSMUSG00000116227.2	ENSMUST00000231124.2
ENSMUSG00000116409.2	ENSMUST00000229199.2
ENSMUSG00000116396.2	ENSMUST00000229841.2
ENSMUSG00000116491.2	ENSMUST00000230387.2
ENSMUSG00000115924.2	ENSMUST00000229478.2
ENSMUSG00000097209.3	ENSMUST00000180441.2
ENSMUSG00000116004.2	ENSMUST00000230234.2
ENSMUSG00000116305.2	ENSMUST00000230913.2
ENSMUSG00000116435.2	ENSMUST00000229871.2
ENSMUSG00000089680.2	ENSMUST00000159271.2
ENSMUSG00000086424.2	ENSMUST00000133675.2
ENSMUSG00000115918.2	ENSMUST00000229685.2
ENSMUSG00000116040.2	ENSMUST00000229409.2
ENSMUSG00000116171.2	ENSMUST00000230110.2
ENSMUSG00000115957.2	ENSMUST00000229974.2
ENSMUSG00000116296.2	ENSMUST00000229029.2
ENSMUSG00000116353.2	ENSMUST00000229368.2
ENSMUSG00000116229.2	ENSMUST00000230746.2
ENSMUSG00000115930.2	ENSMUST00000229090.2
ENSMUSG00000116061.2	ENSMUST00000230713.2
ENSMUSG00000116061.2	ENSMUST00000229118.2
ENSMUSG00000116350.2	ENSMUST00000230760.2
ENSMUSG00000115880.2	ENSMUST00000230151.2
ENSMUSG00000116331.2	ENSMUST00000230919.2
ENSMUSG00000093394.2	ENSMUST00000176618.2
ENSMUSG00000087331.9	ENSMUST00000162579.8
ENSMUSG00000087331.9	ENSMUST00000150364.3
ENSMUSG00000079242.3	ENSMUST00000168646.2
ENSMUSG00000084915.3	ENSMUST00000136218.2
ENSMUSG00000118456.2	ENSMUST00000238218.2
ENSMUSG00000086602.2	ENSMUST00000155610.2
ENSMUSG00000116231.2	ENSMUST00000230688.2
ENSMUSG00000116204.2	ENSMUST00000229899.2
ENSMUSG00000116428.2	ENSMUST00000230674.2
ENSMUSG00000086160.2	ENSMUST00000144579.2
ENSMUSG00000097068.3	ENSMUST00000181901.3
ENSMUSG00000115858.2	ENSMUST00000230757.2
ENSMUSG00000116309.2	ENSMUST00000230405.2
ENSMUSG00000109770.2	ENSMUST00000209694.2
ENSMUSG00000116124.2	ENSMUST00000229929.2
ENSMUSG00000116190.2	ENSMUST00000229650.2
ENSMUSG00000116237.2	ENSMUST00000231054.2
ENSMUSG00000116493.2	ENSMUST00000229905.2
ENSMUSG00000116360.2	ENSMUST00000230109.2
ENSMUSG00000115965.2	ENSMUST00000229885.2
ENSMUSG00000100603.7	ENSMUST00000189291.7
ENSMUSG00000115569.2	ENSMUST00000226370.2
ENSMUSG00000115699.2	ENSMUST00000226312.2
ENSMUSG00000097643.2	ENSMUST00000180649.2
ENSMUSG00000115522.2	ENSMUST00000226780.2
ENSMUSG00000078648.4	ENSMUST00000168960.3
ENSMUSG00000115049.2	ENSMUST00000227616.2
ENSMUSG00000078925.12	ENSMUST00000139808.8
ENSMUSG00000078925.12	ENSMUST00000140253.2
ENSMUSG00000097536.3	ENSMUST00000180852.2
ENSMUSG00000097536.3	ENSMUST00000185067.2
ENSMUSG00000097619.9	ENSMUST00000181122.3
ENSMUSG00000097619.9	ENSMUST00000181747.8
ENSMUSG00000097619.9	ENSMUST00000181252.2
ENSMUSG00000116253.2	ENSMUST00000229198.2
ENSMUSG00000116160.2	ENSMUST00000229356.2
ENSMUSG00000116295.2	ENSMUST00000229245.2
ENSMUSG00000116295.2	ENSMUST00000231024.2
ENSMUSG00000116295.2	ENSMUST00000229999.2
ENSMUSG00000086601.2	ENSMUST00000149373.2
ENSMUSG00000087397.2	ENSMUST00000124374.2
ENSMUSG00000097150.2	ENSMUST00000181802.2
ENSMUSG00000091050.2	ENSMUST00000163781.2
ENSMUSG00000100220.2	ENSMUST00000187215.2
ENSMUSG00000116482.2	ENSMUST00000230172.2
ENSMUSG00000097414.3	ENSMUST00000181510.3
ENSMUSG00000116506.2	ENSMUST00000230130.2
ENSMUSG00000116033.2	ENSMUST00000230242.2
ENSMUSG00000116223.2	ENSMUST00000229156.2
ENSMUSG00000097587.3	ENSMUST00000230013.2
ENSMUSG00000097587.3	ENSMUST00000180490.3
ENSMUSG00000116371.2	ENSMUST00000230027.2
ENSMUSG00000100599.3	ENSMUST00000231167.2
ENSMUSG00000100599.3	ENSMUST00000187967.2
ENSMUSG00000100599.3	ENSMUST00000187706.2
ENSMUSG00000089968.2	ENSMUST00000159738.2
ENSMUSG00000116249.2	ENSMUST00000229053.2
ENSMUSG00000116250.2	ENSMUST00000229686.2
ENSMUSG00000089671.2	ENSMUST00000161529.2
ENSMUSG00000090406.2	ENSMUST00000168951.2
ENSMUSG00000090500.2	ENSMUST00000169887.2
ENSMUSG00000116518.2	ENSMUST00000228976.2
ENSMUSG00000096111.8	ENSMUST00000180309.2
ENSMUSG00000096111.8	ENSMUST00000177831.2
ENSMUSG00000100084.3	ENSMUST00000188271.3
ENSMUSG00000116311.2	ENSMUST00000229204.2
ENSMUSG00000116366.2	ENSMUST00000229080.2
ENSMUSG00000097827.2	ENSMUST00000180953.2
ENSMUSG00000098620.2	ENSMUST00000183834.2
ENSMUSG00000116180.2	ENSMUST00000229665.2
ENSMUSG00000116164.2	ENSMUST00000230712.2
ENSMUSG00000097093.3	ENSMUST00000181034.3
ENSMUSG00000090062.3	ENSMUST00000229410.2
ENSMUSG00000090062.3	ENSMUST00000160960.2
ENSMUSG00000116504.2	ENSMUST00000231090.2
ENSMUSG00000116504.2	ENSMUST00000230334.2
ENSMUSG00000115912.2	ENSMUST00000230694.2
ENSMUSG00000087690.2	ENSMUST00000153253.2
ENSMUSG00000097915.3	ENSMUST00000180639.3
ENSMUSG00000115944.2	ENSMUST00000229162.2
ENSMUSG00000116114.2	ENSMUST00000229584.2
ENSMUSG00000116114.2	ENSMUST00000229658.2
ENSMUSG00000116116.2	ENSMUST00000231016.2
ENSMUSG00000116011.2	ENSMUST00000230173.2
ENSMUSG00000116132.2	ENSMUST00000229164.2
ENSMUSG00000116010.2	ENSMUST00000230247.2
ENSMUSG00000116091.2	ENSMUST00000229580.2
ENSMUSG00000116402.2	ENSMUST00000229977.2
ENSMUSG00000116056.2	ENSMUST00000229682.2
ENSMUSG00000116500.2	ENSMUST00000229994.2
ENSMUSG00000086903.5	ENSMUST00000151949.5
ENSMUSG00000101356.2	ENSMUST00000188137.2
ENSMUSG00000099758.2	ENSMUST00000186379.2
ENSMUSG00000101588.2	ENSMUST00000188201.2
ENSMUSG00000097003.2	ENSMUST00000181306.2
ENSMUSG00000116066.2	ENSMUST00000230071.2
ENSMUSG00000116308.2	ENSMUST00000231068.2
ENSMUSG00000115329.2	ENSMUST00000228461.2
ENSMUSG00000116389.2	ENSMUST00000230278.2
ENSMUSG00000115871.2	ENSMUST00000231018.2
ENSMUSG00000116455.2	ENSMUST00000229453.2
ENSMUSG00000115961.2	ENSMUST00000231051.2
ENSMUSG00000085048.2	ENSMUST00000126677.2
ENSMUSG00000084790.2	ENSMUST00000150906.2
ENSMUSG00000084790.2	ENSMUST00000139334.2
ENSMUSG00000086944.2	ENSMUST00000132069.2
ENSMUSG00000086464.3	ENSMUST00000127697.3
ENSMUSG00000097397.3	ENSMUST00000181498.3
ENSMUSG00000106967.2	ENSMUST00000202427.2
ENSMUSG00000087168.2	ENSMUST00000140000.2
ENSMUSG00000116029.2	ENSMUST00000229837.2
ENSMUSG00000101481.2	ENSMUST00000190515.2
ENSMUSG00000116450.2	ENSMUST00000230593.2
ENSMUSG00000116525.2	ENSMUST00000230927.2
ENSMUSG00000116426.2	ENSMUST00000229201.2
ENSMUSG00000116469.2	ENSMUST00000229154.2
ENSMUSG00000116469.2	ENSMUST00000229166.2
ENSMUSG00000116123.2	ENSMUST00000229655.2
ENSMUSG00000115943.2	ENSMUST00000230210.2
ENSMUSG00000116270.2	ENSMUST00000230588.2
ENSMUSG00000087384.2	ENSMUST00000126849.2
ENSMUSG00000116038.2	ENSMUST00000230936.2
ENSMUSG00000096921.2	ENSMUST00000181732.2
ENSMUSG00000095369.3	ENSMUST00000178424.2
ENSMUSG00000095369.3	ENSMUST00000233047.2
ENSMUSG00000115992.2	ENSMUST00000229764.2
ENSMUSG00000096959.2	ENSMUST00000181206.2
ENSMUSG00000097537.3	ENSMUST00000181526.3
ENSMUSG00000097537.3	ENSMUST00000230245.2
ENSMUSG00000085732.2	ENSMUST00000154314.2
ENSMUSG00000115936.2	ENSMUST00000229695.2
ENSMUSG00000055015.6	ENSMUST00000068397.6
ENSMUSG00000116520.2	ENSMUST00000230696.2
ENSMUSG00000116197.2	ENSMUST00000230690.2
ENSMUSG00000115968.2	ENSMUST00000230298.2
ENSMUSG00000101565.3	ENSMUST00000231680.2
ENSMUSG00000101565.3	ENSMUST00000190074.2
ENSMUSG00000087526.3	ENSMUST00000210378.2
ENSMUSG00000087526.3	ENSMUST00000140892.3
ENSMUSG00000087526.3	ENSMUST00000131985.2
ENSMUSG00000109857.2	ENSMUST00000210738.2
ENSMUSG00000109857.2	ENSMUST00000210007.2
ENSMUSG00000099411.2	ENSMUST00000187920.2
ENSMUSG00000086550.3	ENSMUST00000141172.3
ENSMUSG00000115907.2	ENSMUST00000229709.2
ENSMUSG00000085612.2	ENSMUST00000144291.2
ENSMUSG00000116324.2	ENSMUST00000229379.2
ENSMUSG00000115923.2	ENSMUST00000229446.2
ENSMUSG00000116096.2	ENSMUST00000230601.2
ENSMUSG00000116823.2	ENSMUST00000231277.2
ENSMUSG00000084792.2	ENSMUST00000141875.2
ENSMUSG00000116645.2	ENSMUST00000232323.2
ENSMUSG00000116743.2	ENSMUST00000232426.2
ENSMUSG00000116898.2	ENSMUST00000231565.2
ENSMUSG00000116658.2	ENSMUST00000232657.2
ENSMUSG00000116557.2	ENSMUST00000232008.2
ENSMUSG00000116772.2	ENSMUST00000231823.2
ENSMUSG00000087556.2	ENSMUST00000150389.2
ENSMUSG00000075335.4	ENSMUST00000156827.2
ENSMUSG00000106567.2	ENSMUST00000198927.2
ENSMUSG00000104927.2	ENSMUST00000197818.2
ENSMUSG00000116712.2	ENSMUST00000232011.2
ENSMUSG00000116913.2	ENSMUST00000231237.2
ENSMUSG00000086837.2	ENSMUST00000134992.2
ENSMUSG00000116604.2	ENSMUST00000231640.2
ENSMUSG00000116764.2	ENSMUST00000232229.2
ENSMUSG00000116922.2	ENSMUST00000231314.2
ENSMUSG00000116850.2	ENSMUST00000232124.2
ENSMUSG00000116843.2	ENSMUST00000231454.2
ENSMUSG00000096918.3	ENSMUST00000181476.3
ENSMUSG00000097290.10	ENSMUST00000211443.2
ENSMUSG00000097290.10	ENSMUST00000181780.9
ENSMUSG00000097290.10	ENSMUST00000209728.2
ENSMUSG00000097290.10	ENSMUST00000180830.3
ENSMUSG00000116862.2	ENSMUST00000232439.2
ENSMUSG00000097401.2	ENSMUST00000181834.2
ENSMUSG00000089874.2	ENSMUST00000159309.2
ENSMUSG00000089663.2	ENSMUST00000159953.2
ENSMUSG00000116831.2	ENSMUST00000231692.2
ENSMUSG00000116733.2	ENSMUST00000231407.2
ENSMUSG00000068463.5	ENSMUST00000149488.2
ENSMUSG00000068463.5	ENSMUST00000232174.2
ENSMUSG00000068463.5	ENSMUST00000232062.2
ENSMUSG00000045231.6	ENSMUST00000055369.5
ENSMUSG00000045231.6	ENSMUST00000231570.2
ENSMUSG00000109783.2	ENSMUST00000211460.2
ENSMUSG00000109783.2	ENSMUST00000210658.2
ENSMUSG00000109783.2	ENSMUST00000209198.2
ENSMUSG00000109783.2	ENSMUST00000210371.2
ENSMUSG00000109783.2	ENSMUST00000211499.2
ENSMUSG00000109783.2	ENSMUST00000210795.2
ENSMUSG00000116290.2	ENSMUST00000230357.2
ENSMUSG00000116437.2	ENSMUST00000230580.2
ENSMUSG00000115919.2	ENSMUST00000229403.2
ENSMUSG00000116173.2	ENSMUST00000230625.2
ENSMUSG00000115869.2	ENSMUST00000229881.2
ENSMUSG00000115869.2	ENSMUST00000229480.2
ENSMUSG00000096960.2	ENSMUST00000181655.2
ENSMUSG00000090257.2	ENSMUST00000161614.2
ENSMUSG00000090203.3	ENSMUST00000159040.3
ENSMUSG00000092545.8	ENSMUST00000172522.8
ENSMUSG00000092545.8	ENSMUST00000174385.8
ENSMUSG00000116530.2	ENSMUST00000232586.2
ENSMUSG00000116654.2	ENSMUST00000231532.2
ENSMUSG00000116814.2	ENSMUST00000232037.2
ENSMUSG00000097307.2	ENSMUST00000181815.2
ENSMUSG00000116891.2	ENSMUST00000232318.2
ENSMUSG00000097313.3	ENSMUST00000181968.2
ENSMUSG00000097313.3	ENSMUST00000232297.2
ENSMUSG00000075286.5	ENSMUST00000231469.2
ENSMUSG00000097184.3	ENSMUST00000181485.3
ENSMUSG00000116660.2	ENSMUST00000232465.2
ENSMUSG00000101888.2	ENSMUST00000187479.2
ENSMUSG00000097621.2	ENSMUST00000181113.2
ENSMUSG00000116570.2	ENSMUST00000231445.2
ENSMUSG00000116546.2	ENSMUST00000232290.2
ENSMUSG00000116951.2	ENSMUST00000232259.2
ENSMUSG00000116951.2	ENSMUST00000231571.2
ENSMUSG00000116737.2	ENSMUST00000231959.2
ENSMUSG00000116581.2	ENSMUST00000232539.2
ENSMUSG00000087605.2	ENSMUST00000123905.2
ENSMUSG00000116946.2	ENSMUST00000232234.2
ENSMUSG00000116617.2	ENSMUST00000232175.2
ENSMUSG00000116973.2	ENSMUST00000231745.2
ENSMUSG00000116690.2	ENSMUST00000231511.2
ENSMUSG00000116690.2	ENSMUST00000231871.2
ENSMUSG00000086645.3	ENSMUST00000129645.2
ENSMUSG00000086645.3	ENSMUST00000182690.2
ENSMUSG00000116572.2	ENSMUST00000232608.2
ENSMUSG00000116762.2	ENSMUST00000231805.2
ENSMUSG00000116793.2	ENSMUST00000232216.2
ENSMUSG00000116597.2	ENSMUST00000232340.2
ENSMUSG00000116739.2	ENSMUST00000232628.2
ENSMUSG00000086146.2	ENSMUST00000125829.2
ENSMUSG00000116714.2	ENSMUST00000232596.2
ENSMUSG00000116957.2	ENSMUST00000231549.2
ENSMUSG00000075265.5	ENSMUST00000141256.2
ENSMUSG00000097256.2	ENSMUST00000180469.2
ENSMUSG00000078489.3	ENSMUST00000105610.3
ENSMUSG00000097318.3	ENSMUST00000180923.2
ENSMUSG00000090214.9	ENSMUST00000148293.2
ENSMUSG00000090214.9	ENSMUST00000163077.2
ENSMUSG00000086083.2	ENSMUST00000145415.2
ENSMUSG00000100593.2	ENSMUST00000187558.2
ENSMUSG00000116665.2	ENSMUST00000231694.2
ENSMUSG00000116665.2	ENSMUST00000232399.2
ENSMUSG00000116840.2	ENSMUST00000232548.2
ENSMUSG00000116840.2	ENSMUST00000232649.2
ENSMUSG00000099429.2	ENSMUST00000187829.2
ENSMUSG00000097914.2	ENSMUST00000180485.2
ENSMUSG00000086324.9	ENSMUST00000173605.2
ENSMUSG00000086324.9	ENSMUST00000144134.3
ENSMUSG00000087689.2	ENSMUST00000130244.2
ENSMUSG00000116961.2	ENSMUST00000231896.2
ENSMUSG00000116961.2	ENSMUST00000232190.2
ENSMUSG00000116797.2	ENSMUST00000231824.2
ENSMUSG00000084834.2	ENSMUST00000153572.2
ENSMUSG00000116723.2	ENSMUST00000231668.2
ENSMUSG00000087568.2	ENSMUST00000133496.2
ENSMUSG00000097576.3	ENSMUST00000180735.3
ENSMUSG00000091238.2	ENSMUST00000168897.2
ENSMUSG00000086175.3	ENSMUST00000209595.2
ENSMUSG00000116965.2	ENSMUST00000231748.2
ENSMUSG00000116573.2	ENSMUST00000231761.2
ENSMUSG00000101463.2	ENSMUST00000186327.2
ENSMUSG00000075070.7	ENSMUST00000142270.2
ENSMUSG00000075070.7	ENSMUST00000147181.2
ENSMUSG00000116903.2	ENSMUST00000231971.2
ENSMUSG00000055370.4	ENSMUST00000147504.2
ENSMUSG00000085499.2	ENSMUST00000155900.2
ENSMUSG00000116684.2	ENSMUST00000232267.2
ENSMUSG00000086237.2	ENSMUST00000138539.2
ENSMUSG00000085781.2	ENSMUST00000152070.2
ENSMUSG00000085826.2	ENSMUST00000154775.2
ENSMUSG00000085826.2	ENSMUST00000128159.2
ENSMUSG00000116755.2	ENSMUST00000232155.2
ENSMUSG00000073976.11	ENSMUST00000098226.5
ENSMUSG00000087066.2	ENSMUST00000127115.2
ENSMUSG00000097694.9	ENSMUST00000180509.9
ENSMUSG00000116848.2	ENSMUST00000231324.2
ENSMUSG00000022639.15	ENSMUST00000186944.7
ENSMUSG00000022639.15	ENSMUST00000191079.2
ENSMUSG00000022639.15	ENSMUST00000186535.2
ENSMUSG00000092276.3	ENSMUST00000173461.3
ENSMUSG00000116706.2	ENSMUST00000231893.2
ENSMUSG00000116725.2	ENSMUST00000232339.2
ENSMUSG00000116611.2	ENSMUST00000232028.2
ENSMUSG00000116689.2	ENSMUST00000231992.2
ENSMUSG00000098371.2	ENSMUST00000122365.2
ENSMUSG00000102101.2	ENSMUST00000186480.2
ENSMUSG00000084999.3	ENSMUST00000138684.2
ENSMUSG00000084999.3	ENSMUST00000211219.2
ENSMUSG00000097876.2	ENSMUST00000180999.2
ENSMUSG00000097896.2	ENSMUST00000180871.2
ENSMUSG00000116877.2	ENSMUST00000231497.2
ENSMUSG00000116789.2	ENSMUST00000232099.2
ENSMUSG00000116920.2	ENSMUST00000232651.2
ENSMUSG00000116770.2	ENSMUST00000231442.2
ENSMUSG00000116717.2	ENSMUST00000231686.2
ENSMUSG00000086827.2	ENSMUST00000133622.2
ENSMUSG00000116579.2	ENSMUST00000231734.2
ENSMUSG00000099983.2	ENSMUST00000185295.2
ENSMUSG00000099983.2	ENSMUST00000188342.2
ENSMUSG00000116894.2	ENSMUST00000232158.2
ENSMUSG00000116894.2	ENSMUST00000232302.2
ENSMUSG00000089685.8	ENSMUST00000159613.2
ENSMUSG00000116619.2	ENSMUST00000232249.2
ENSMUSG00000116574.2	ENSMUST00000231727.2
ENSMUSG00000116871.2	ENSMUST00000231373.2
ENSMUSG00000116752.2	ENSMUST00000231817.2
ENSMUSG00000116699.2	ENSMUST00000232553.2
ENSMUSG00000092599.2	ENSMUST00000174502.2
ENSMUSG00000045178.11	ENSMUST00000146849.8
ENSMUSG00000045178.11	ENSMUST00000140815.2
ENSMUSG00000045178.11	ENSMUST00000050665.4
ENSMUSG00000116575.2	ENSMUST00000231772.2
ENSMUSG00000107073.2	ENSMUST00000201886.2
ENSMUSG00000116588.2	ENSMUST00000231343.2
ENSMUSG00000116792.2	ENSMUST00000232518.2
ENSMUSG00000116800.2	ENSMUST00000232603.2
ENSMUSG00000116750.2	ENSMUST00000231591.2
ENSMUSG00000116982.2	ENSMUST00000231541.2
ENSMUSG00000116769.2	ENSMUST00000231977.2
ENSMUSG00000116976.2	ENSMUST00000232248.2
ENSMUSG00000116976.2	ENSMUST00000232549.2
ENSMUSG00000116976.2	ENSMUST00000231534.2
ENSMUSG00000116976.2	ENSMUST00000232597.2
ENSMUSG00000116976.2	ENSMUST00000232394.2
ENSMUSG00000116610.2	ENSMUST00000232503.2
ENSMUSG00000087214.3	ENSMUST00000128832.3
ENSMUSG00000116695.2	ENSMUST00000232455.2
ENSMUSG00000116695.2	ENSMUST00000231285.2
ENSMUSG00000116968.2	ENSMUST00000232496.2
ENSMUSG00000109338.3	ENSMUST00000207575.3
ENSMUSG00000116701.2	ENSMUST00000232268.2
ENSMUSG00000108903.2	ENSMUST00000208702.2
ENSMUSG00000109333.2	ENSMUST00000208256.2
ENSMUSG00000109333.2	ENSMUST00000208527.2
ENSMUSG00000100857.3	ENSMUST00000208105.2
ENSMUSG00000100857.3	ENSMUST00000190908.2
ENSMUSG00000090386.11	ENSMUST00000182656.8
ENSMUSG00000090386.11	ENSMUST00000182398.8
ENSMUSG00000090386.11	ENSMUST00000183099.8
ENSMUSG00000090386.11	ENSMUST00000182548.2
ENSMUSG00000090386.11	ENSMUST00000182601.8
ENSMUSG00000090386.11	ENSMUST00000170849.8
ENSMUSG00000090386.11	ENSMUST00000182820.8
ENSMUSG00000090386.11	ENSMUST00000068704.12
ENSMUSG00000090386.11	ENSMUST00000183327.2
ENSMUSG00000090386.11	ENSMUST00000182986.2
ENSMUSG00000090386.11	ENSMUST00000231957.2
ENSMUSG00000090386.11	ENSMUST00000183166.8
ENSMUSG00000090386.11	ENSMUST00000182091.2
ENSMUSG00000091193.3	ENSMUST00000169531.3
ENSMUSG00000109841.3	ENSMUST00000210839.2
ENSMUSG00000109841.3	ENSMUST00000209498.2
ENSMUSG00000109841.3	ENSMUST00000231981.2
ENSMUSG00000116628.2	ENSMUST00000231846.2
ENSMUSG00000116786.2	ENSMUST00000231496.2
ENSMUSG00000101810.2	ENSMUST00000191029.2
ENSMUSG00000116865.2	ENSMUST00000232129.2
ENSMUSG00000116937.2	ENSMUST00000232378.2
ENSMUSG00000116745.2	ENSMUST00000231610.2
ENSMUSG00000116907.2	ENSMUST00000231366.2
ENSMUSG00000116674.2	ENSMUST00000231907.2
ENSMUSG00000097418.8	ENSMUST00000185662.7
ENSMUSG00000115518.2	ENSMUST00000227835.2
ENSMUSG00000115469.2	ENSMUST00000227918.2
ENSMUSG00000114988.2	ENSMUST00000227036.2
ENSMUSG00000116586.2	ENSMUST00000231357.2
ENSMUSG00000116556.2	ENSMUST00000231250.2
ENSMUSG00000116799.2	ENSMUST00000231827.2
ENSMUSG00000116993.2	ENSMUST00000231875.2
ENSMUSG00000116993.2	ENSMUST00000232333.2
ENSMUSG00000116810.2	ENSMUST00000231758.2
ENSMUSG00000116555.2	ENSMUST00000231918.2
ENSMUSG00000116555.2	ENSMUST00000231899.2
ENSMUSG00000116979.2	ENSMUST00000232056.2
ENSMUSG00000093606.2	ENSMUST00000175717.2
ENSMUSG00000055972.6	ENSMUST00000069809.6
ENSMUSG00000055972.6	ENSMUST00000189929.2
ENSMUSG00000116754.2	ENSMUST00000231384.2
ENSMUSG00000116885.2	ENSMUST00000231793.2
ENSMUSG00000116885.2	ENSMUST00000231479.2
ENSMUSG00000116616.2	ENSMUST00000232360.2
ENSMUSG00000116983.2	ENSMUST00000232467.2
ENSMUSG00000116870.2	ENSMUST00000231309.2
ENSMUSG00000116600.2	ENSMUST00000232436.2
ENSMUSG00000116656.2	ENSMUST00000231663.2
