ENSG00000186092.7	ENST00000641515.2
ENSG00000267795.6	ENST00000615471.4
ENSG00000267795.6	ENST00000589721.5
ENSG00000267795.6	ENST00000615889.4
ENSG00000267795.6	ENST00000589327.5
ENSG00000267795.6	ENST00000586005.6
ENSG00000267795.6	ENST00000588606.5
ENSG00000267795.6	ENST00000591870.1
ENSG00000267795.6	ENST00000586440.1
ENSG00000067836.13	ENST00000322048.12
ENSG00000140632.17	ENST00000436648.9
ENSG00000140632.17	ENST00000321919.14
ENSG00000140632.17	ENST00000591451.5
ENSG00000118900.15	ENST00000262376.11
ENSG00000118900.15	ENST00000590769.5
ENSG00000118900.15	ENST00000396658.8
ENSG00000118898.16	ENST00000345988.7
ENSG00000118898.16	ENST00000590782.6
ENSG00000103184.12	ENST00000251170.12
ENSG00000103174.13	ENST00000381955.7
ENSG00000103174.13	ENST00000312251.8
ENSG00000033011.14	ENST00000683433.1
ENSG00000033011.14	ENST00000682020.1
ENSG00000033011.14	ENST00000682985.1
ENSG00000033011.14	ENST00000682327.1
ENSG00000033011.14	ENST00000588623.5
ENSG00000033011.14	ENST00000684335.1
ENSG00000033011.14	ENST00000684190.1
ENSG00000033011.14	ENST00000262374.10
ENSG00000033011.14	ENST00000544428.1
ENSG00000033011.14	ENST00000683739.1
ENSG00000153446.16	ENST00000472572.8
ENSG00000153446.16	ENST00000474471.7
ENSG00000153446.16	ENST00000315997.5
ENSG00000118894.15	ENST00000427587.9
ENSG00000118894.15	ENST00000458008.8
ENSG00000118894.15	ENST00000587133.1
ENSG00000078328.23	ENST00000641259.1
ENSG00000078328.23	ENST00000585867.2
ENSG00000078328.23	ENST00000550418.6
ENSG00000078328.23	ENST00000553186.5
ENSG00000078328.23	ENST00000547372.5
ENSG00000078328.23	ENST00000422070.8
ENSG00000078328.23	ENST00000675842.1
ENSG00000078328.23	ENST00000535565.6
ENSG00000078328.23	ENST00000552089.5
ENSG00000078328.23	ENST00000675459.1
ENSG00000078328.23	ENST00000675653.1
ENSG00000078328.23	ENST00000547338.5
ENSG00000078328.23	ENST00000674626.1
ENSG00000078328.23	ENST00000675562.1
ENSG00000078328.23	ENST00000436368.6
ENSG00000078328.23	ENST00000311745.9
ENSG00000078328.23	ENST00000340209.8
ENSG00000078328.23	ENST00000620507.4
ENSG00000078328.23	ENST00000355637.9
ENSG00000078328.23	ENST00000676218.1
ENSG00000078328.23	ENST00000674792.1
ENSG00000078328.23	ENST00000682918.1
ENSG00000078328.23	ENST00000683326.1
ENSG00000078328.23	ENST00000570626.2
ENSG00000232258.6	ENST00000620492.4
ENSG00000232258.6	ENST00000568335.3
ENSG00000232258.6	ENST00000624696.1
ENSG00000067365.15	ENST00000381920.8
ENSG00000067365.15	ENST00000561758.5
ENSG00000183044.12	ENST00000268251.13
ENSG00000183044.12	ENST00000396600.6
ENSG00000183044.12	ENST00000567812.5
ENSG00000183044.12	ENST00000425191.6
ENSG00000183044.12	ENST00000569156.5
ENSG00000184857.8	ENST00000333050.7
ENSG00000140650.13	ENST00000566983.5
ENSG00000140650.13	ENST00000682008.1
ENSG00000140650.13	ENST00000268261.9
ENSG00000140650.13	ENST00000569958.5
ENSG00000153048.11	ENST00000396593.6
ENSG00000153048.11	ENST00000610831.4
ENSG00000153048.11	ENST00000614449.4
ENSG00000153048.11	ENST00000619881.4
ENSG00000153048.11	ENST00000618335.4
ENSG00000153048.11	ENST00000611932.4
ENSG00000153048.11	ENST00000311052.10
ENSG00000153048.11	ENST00000561530.5
ENSG00000153048.11	ENST00000567554.5
ENSG00000153048.11	ENST00000562843.5
ENSG00000283516.1	ENST00000636296.1
ENSG00000283516.1	ENST00000637237.1
ENSG00000283516.1	ENST00000637929.1
ENSG00000187555.16	ENST00000344836.9
ENSG00000187555.16	ENST00000673704.1
ENSG00000187555.16	ENST00000381886.8
ENSG00000182831.12	ENST00000327827.12
ENSG00000183454.18	ENST00000396573.6
ENSG00000183454.18	ENST00000330684.4
ENSG00000183454.18	ENST00000535259.6
ENSG00000183454.18	ENST00000674742.1
ENSG00000183454.18	ENST00000675398.1
ENSG00000183454.18	ENST00000562109.5
ENSG00000166669.13	ENST00000396559.5
ENSG00000166669.13	ENST00000396560.6
ENSG00000166669.13	ENST00000543967.5
ENSG00000166669.13	ENST00000324570.9
ENSG00000166669.13	ENST00000356427.2
ENSG00000213853.10	ENST00000359543.8
ENSG00000213853.10	ENST00000536829.1
ENSG00000153060.8	ENST00000283025.7
ENSG00000103274.11	ENST00000283027.10
ENSG00000103274.11	ENST00000433392.6
ENSG00000166676.17	ENST00000299866.13
ENSG00000179583.20	ENST00000618207.4
ENSG00000179583.20	ENST00000618327.4
ENSG00000179583.20	ENST00000324288.14
ENSG00000179583.20	ENST00000381835.9
ENSG00000182108.11	ENST00000469379.5
ENSG00000182108.11	ENST00000331808.5
ENSG00000182108.11	ENST00000570440.2
ENSG00000038532.16	ENST00000409790.6
ENSG00000038532.16	ENST00000409552.4
ENSG00000175643.10	ENST00000572173.1
ENSG00000175643.10	ENST00000576027.1
ENSG00000175643.10	ENST00000312499.6
ENSG00000175643.10	ENST00000648619.1
ENSG00000185338.7	ENST00000644787.1
ENSG00000185338.7	ENST00000332029.4
ENSG00000178279.4	ENST00000560751.1
ENSG00000178279.4	ENST00000312693.4
ENSG00000178257.4	ENST00000327157.4
ENSG00000122304.11	ENST00000241808.9
ENSG00000122304.11	ENST00000435245.2
ENSG00000175646.4	ENST00000312511.4
ENSG00000188897.9	ENST00000598234.6
ENSG00000189067.14	ENST00000622633.5
ENSG00000189067.14	ENST00000571688.5
ENSG00000189067.14	ENST00000413364.6
ENSG00000189067.14	ENST00000339430.9
ENSG00000189067.14	ENST00000570904.5
ENSG00000189067.14	ENST00000571459.5
ENSG00000189067.14	ENST00000572255.5
ENSG00000189067.14	ENST00000576036.5
ENSG00000189067.14	ENST00000574763.5
ENSG00000189067.14	ENST00000571976.1
ENSG00000189067.14	ENST00000574703.5
ENSG00000184602.6	ENST00000329565.6
ENSG00000153066.13	ENST00000356957.7
ENSG00000153066.13	ENST00000283033.10
ENSG00000122299.12	ENST00000396516.6
ENSG00000122299.12	ENST00000575984.1
ENSG00000122299.12	ENST00000355758.9
ENSG00000171490.13	ENST00000571133.6
ENSG00000103342.13	ENST00000434724.7
ENSG00000103342.13	ENST00000439887.6
ENSG00000103342.13	ENST00000563468.5
ENSG00000103342.13	ENST00000420576.6
ENSG00000234719.9	ENST00000673243.1
ENSG00000234719.9	ENST00000399147.8
ENSG00000234719.9	ENST00000620285.1
ENSG00000048462.11	ENST00000053243.6
ENSG00000048462.11	ENST00000396495.3
ENSG00000048471.14	ENST00000566228.6
ENSG00000103381.12	ENST00000381774.9
ENSG00000103381.12	ENST00000433677.6
ENSG00000103381.12	ENST00000261660.4
ENSG00000237515.9	ENST00000558583.3
ENSG00000237515.9	ENST00000639941.1
ENSG00000237515.9	ENST00000423335.2
ENSG00000175595.16	ENST00000682617.1
ENSG00000175595.16	ENST00000311895.8
ENSG00000175595.16	ENST00000575156.5
ENSG00000186260.17	ENST00000571589.6
ENSG00000186260.17	ENST00000574045.5
ENSG00000186260.17	ENST00000318282.9
ENSG00000186260.17	ENST00000572567.5
ENSG00000186260.17	ENST00000573051.1
ENSG00000140694.17	ENST00000651865.1
ENSG00000140694.17	ENST00000437198.7
ENSG00000140694.17	ENST00000650990.1
ENSG00000140694.17	ENST00000652727.1
ENSG00000140694.17	ENST00000420015.6
ENSG00000140694.17	ENST00000341484.11
ENSG00000140694.17	ENST00000539279.5
ENSG00000140694.17	ENST00000651049.1
ENSG00000140694.17	ENST00000650960.1
ENSG00000140694.17	ENST00000651634.1
ENSG00000140694.17	ENST00000652501.1
ENSG00000140694.17	ENST00000651027.1
ENSG00000103429.11	ENST00000563971.5
ENSG00000103429.11	ENST00000562442.5
ENSG00000103429.11	ENST00000261658.7
ENSG00000069764.10	ENST00000438167.8
ENSG00000224712.12	ENST00000526520.5
ENSG00000224712.12	ENST00000531598.6
ENSG00000224712.12	ENST00000552140.5
ENSG00000254852.8	ENST00000530328.5
ENSG00000254852.8	ENST00000529166.5
ENSG00000254852.8	ENST00000553201.1
ENSG00000103512.15	ENST00000287667.12
ENSG00000103512.15	ENST00000620755.4
ENSG00000103512.15	ENST00000610363.4
ENSG00000183426.17	ENST00000328085.10
ENSG00000179889.19	ENST00000563679.5
ENSG00000179889.19	ENST00000535621.6
ENSG00000179889.19	ENST00000396410.9
ENSG00000179889.19	ENST00000455313.6
ENSG00000179889.19	ENST00000569715.5
ENSG00000179889.19	ENST00000627450.2
ENSG00000179889.19	ENST00000325823.11
ENSG00000179889.19	ENST00000450288.3
ENSG00000157045.9	ENST00000624579.3
ENSG00000157045.9	ENST00000622833.4
ENSG00000157045.9	ENST00000287706.8
ENSG00000085721.13	ENST00000198767.11
ENSG00000085721.13	ENST00000563559.5
ENSG00000085721.13	ENST00000429751.6
ENSG00000085721.13	ENST00000327307.11
ENSG00000085721.13	ENST00000564131.1
ENSG00000183793.14	ENST00000360151.9
ENSG00000183793.14	ENST00000543801.5
ENSG00000183793.14	ENST00000534094.1
ENSG00000156968.9	ENST00000287594.7
ENSG00000156968.9	ENST00000396385.4
ENSG00000261130.5	ENST00000568222.5
ENSG00000166780.11	ENST00000566490.5
ENSG00000166780.11	ENST00000300006.9
ENSG00000166780.11	ENST00000452191.6
ENSG00000166780.11	ENST00000561692.5
ENSG00000166783.22	ENST00000540441.6
ENSG00000166783.22	ENST00000396368.8
ENSG00000166783.22	ENST00000548025.5
ENSG00000166783.22	ENST00000551742.5
ENSG00000072864.16	ENST00000396355.5
ENSG00000072864.16	ENST00000396354.6
ENSG00000133392.18	ENST00000300036.6
ENSG00000133392.18	ENST00000452625.7
ENSG00000133392.18	ENST00000396324.7
ENSG00000133392.18	ENST00000576790.7
ENSG00000133393.13	ENST00000255759.11
ENSG00000133393.13	ENST00000573968.5
ENSG00000133393.13	ENST00000573396.5
ENSG00000133393.13	ENST00000575744.5
ENSG00000133393.13	ENST00000575073.5
ENSG00000133393.13	ENST00000573429.5
ENSG00000103222.20	ENST00000399408.7
ENSG00000103222.20	ENST00000677164.1
ENSG00000103222.20	ENST00000399410.8
ENSG00000091262.17	ENST00000205557.12
ENSG00000091262.17	ENST00000574094.6
ENSG00000091262.17	ENST00000575728.1
ENSG00000103226.19	ENST00000399336.9
ENSG00000103226.19	ENST00000678538.1
ENSG00000103226.19	ENST00000678192.1
ENSG00000103226.19	ENST00000677777.1
ENSG00000103226.19	ENST00000677260.1
ENSG00000103226.19	ENST00000676550.1
ENSG00000103226.19	ENST00000263012.10
ENSG00000183889.12	ENST00000381497.6
ENSG00000183889.12	ENST00000541593.5
ENSG00000183889.12	ENST00000331436.6
ENSG00000214967.5	ENST00000530217.2
ENSG00000103489.12	ENST00000261381.7
ENSG00000214940.8	ENST00000525596.5
ENSG00000214940.8	ENST00000541810.5
ENSG00000233024.7	ENST00000545114.5
ENSG00000233024.7	ENST00000427999.6
ENSG00000233024.7	ENST00000327792.6
ENSG00000233024.7	ENST00000531453.6
ENSG00000185164.15	ENST00000330537.10
ENSG00000185164.15	ENST00000620440.4
ENSG00000185164.15	ENST00000381474.7
ENSG00000185164.15	ENST00000621364.4
ENSG00000185164.15	ENST00000622306.5
ENSG00000185164.15	ENST00000543392.5
ENSG00000134419.15	ENST00000322989.8
ENSG00000134419.15	ENST00000563390.5
ENSG00000134419.15	ENST00000576436.5
ENSG00000134419.15	ENST00000565420.5
ENSG00000134419.15	ENST00000569083.1
ENSG00000260342.2	ENST00000567078.2
ENSG00000170540.15	ENST00000304414.12
ENSG00000170540.15	ENST00000546206.6
ENSG00000170540.15	ENST00000562819.5
ENSG00000157106.17	ENST00000446231.7
ENSG00000157106.17	ENST00000565224.5
ENSG00000157106.17	ENST00000330588.4
ENSG00000170537.13	ENST00000569532.5
ENSG00000170537.13	ENST00000304381.10
ENSG00000170537.13	ENST00000421369.3
ENSG00000167186.11	ENST00000321998.10
ENSG00000167186.11	ENST00000568985.5
ENSG00000167186.11	ENST00000544894.6
ENSG00000167186.11	ENST00000569127.1
ENSG00000205730.7	ENST00000381440.5
ENSG00000103528.17	ENST00000355377.7
ENSG00000103528.17	ENST00000568115.5
ENSG00000103528.17	ENST00000562034.5
ENSG00000103528.17	ENST00000562711.6
ENSG00000103528.17	ENST00000568433.1
ENSG00000261210.8	ENST00000636231.2
ENSG00000261210.8	ENST00000493231.5
ENSG00000261210.8	ENST00000465414.1
ENSG00000103534.17	ENST00000541464.5
ENSG00000103534.17	ENST00000381414.8
ENSG00000103534.17	ENST00000396229.6
ENSG00000103534.17	ENST00000542583.7
ENSG00000103534.17	ENST00000219821.9
ENSG00000103534.17	ENST00000561503.5
ENSG00000103534.17	ENST00000564959.1
ENSG00000006007.12	ENST00000353258.8
ENSG00000103540.16	ENST00000396212.6
ENSG00000103540.16	ENST00000381396.9
ENSG00000103540.16	ENST00000396208.3
ENSG00000103544.15	ENST00000438132.7
ENSG00000103544.15	ENST00000251143.9
ENSG00000103544.15	ENST00000542263.5
ENSG00000103544.15	ENST00000417362.7
ENSG00000103544.15	ENST00000567245.5
ENSG00000103544.15	ENST00000513947.8
ENSG00000103544.15	ENST00000543152.5
ENSG00000103544.15	ENST00000448695.5
ENSG00000103550.14	ENST00000219837.12
ENSG00000103550.14	ENST00000568230.5
ENSG00000174628.16	ENST00000320394.10
ENSG00000174628.16	ENST00000564186.5
ENSG00000167191.12	ENST00000300571.7
ENSG00000167191.12	ENST00000535671.5
ENSG00000167191.12	ENST00000569479.5
ENSG00000167191.12	ENST00000569847.1
ENSG00000180269.8	ENST00000570682.2
ENSG00000169347.17	ENST00000302555.10
ENSG00000169347.17	ENST00000341642.9
ENSG00000169347.17	ENST00000381362.8
ENSG00000169347.17	ENST00000381360.9
ENSG00000169344.16	ENST00000396138.9
ENSG00000169344.16	ENST00000396134.6
ENSG00000169344.16	ENST00000570689.5
ENSG00000169340.10	ENST00000302451.9
ENSG00000183549.10	ENST00000575584.5
ENSG00000183549.10	ENST00000331849.8
ENSG00000183549.10	ENST00000575070.1
ENSG00000183747.12	ENST00000573854.6
ENSG00000183747.12	ENST00000417235.6
ENSG00000183747.12	ENST00000219054.10
ENSG00000183747.12	ENST00000575690.5
ENSG00000183747.12	ENST00000396104.2
ENSG00000066813.14	ENST00000329697.10
ENSG00000066813.14	ENST00000414188.6
ENSG00000066813.14	ENST00000565322.5
ENSG00000066813.14	ENST00000565232.5
ENSG00000066813.14	ENST00000567001.5
ENSG00000005187.12	ENST00000289416.10
ENSG00000005187.12	ENST00000440284.6
ENSG00000166743.10	ENST00000520010.6
ENSG00000166743.10	ENST00000307493.8
ENSG00000066654.14	ENST00000396083.7
ENSG00000066654.14	ENST00000381337.6
ENSG00000196678.14	ENST00000300005.7
ENSG00000196678.14	ENST00000357967.9
ENSG00000196678.14	ENST00000564349.5
ENSG00000196678.14	ENST00000569729.5
ENSG00000196678.14	ENST00000563117.5
ENSG00000005189.20	ENST00000348433.10
ENSG00000005189.20	ENST00000261377.11
ENSG00000005189.20	ENST00000564274.5
ENSG00000188215.10	ENST00000324344.9
ENSG00000188215.10	ENST00000563934.1
ENSG00000102897.10	ENST00000568663.5
ENSG00000102897.10	ENST00000412082.6
ENSG00000102897.10	ENST00000439021.5
ENSG00000102897.10	ENST00000569023.5
ENSG00000102897.10	ENST00000562740.5
ENSG00000102897.10	ENST00000219168.8
ENSG00000102897.10	ENST00000567954.6
ENSG00000102897.10	ENST00000396052.3
ENSG00000158486.13	ENST00000261383.3
ENSG00000011638.11	ENST00000572258.5
ENSG00000011638.11	ENST00000233047.9
ENSG00000011638.11	ENST00000261388.7
ENSG00000011638.11	ENST00000451578.6
ENSG00000011638.11	ENST00000572599.5
ENSG00000103310.11	ENST00000574091.6
ENSG00000103310.11	ENST00000574002.1
ENSG00000175311.7	ENST00000311620.7
ENSG00000103316.12	ENST00000543948.5
ENSG00000103316.12	ENST00000572914.2
ENSG00000103316.12	ENST00000219599.8
ENSG00000169246.16	ENST00000542817.1
ENSG00000169246.16	ENST00000448012.6
ENSG00000197006.14	ENST00000396014.8
ENSG00000197006.14	ENST00000358154.8
ENSG00000197006.14	ENST00000615720.4
ENSG00000140749.9	ENST00000268389.6
ENSG00000155719.18	ENST00000646100.2
ENSG00000155719.18	ENST00000286149.8
ENSG00000155719.18	ENST00000388958.8
ENSG00000155719.18	ENST00000388956.8
ENSG00000155719.18	ENST00000388957.3
ENSG00000185864.17	ENST00000415645.6
ENSG00000185864.17	ENST00000682606.1
ENSG00000185864.17	ENST00000537951.1
ENSG00000185864.17	ENST00000614197.4
ENSG00000140740.11	ENST00000630839.2
ENSG00000140740.11	ENST00000268379.9
ENSG00000140740.11	ENST00000561553.5
ENSG00000155714.14	ENST00000537222.6
ENSG00000155714.14	ENST00000424898.3
ENSG00000185716.12	ENST00000567004.1
ENSG00000185716.12	ENST00000542527.7
ENSG00000185716.12	ENST00000569656.5
ENSG00000185716.12	ENST00000562695.1
ENSG00000175267.15	ENST00000389398.10
ENSG00000175267.15	ENST00000563755.1
ENSG00000183921.7	ENST00000602312.2
ENSG00000103319.12	ENST00000263026.10
ENSG00000058600.16	ENST00000615879.4
ENSG00000058600.16	ENST00000299853.10
ENSG00000058600.16	ENST00000564209.5
ENSG00000058600.16	ENST00000418581.6
ENSG00000058600.16	ENST00000359210.8
ENSG00000140743.8	ENST00000268383.7
ENSG00000243716.10	ENST00000451409.5
ENSG00000243716.10	ENST00000424340.5
ENSG00000243716.10	ENST00000517539.5
ENSG00000243716.10	ENST00000621622.4
ENSG00000243716.10	ENST00000357370.6
ENSG00000122254.7	ENST00000261374.4
ENSG00000103404.15	ENST00000219689.12
ENSG00000103404.15	ENST00000567975.1
ENSG00000166828.3	ENST00000300061.3
ENSG00000168447.11	ENST00000343070.7
ENSG00000168447.11	ENST00000307331.9
ENSG00000168447.11	ENST00000568085.5
ENSG00000168447.11	ENST00000568923.5
ENSG00000168434.13	ENST00000307149.10
ENSG00000103365.15	ENST00000309859.8
ENSG00000103365.15	ENST00000567468.5
ENSG00000103356.18	ENST00000449606.7
ENSG00000103356.18	ENST00000564501.5
ENSG00000103356.18	ENST00000563232.1
ENSG00000103353.16	ENST00000567212.5
ENSG00000103353.16	ENST00000567264.1
ENSG00000103353.16	ENST00000395878.8
ENSG00000004779.10	ENST00000007516.8
ENSG00000004779.10	ENST00000570319.5
ENSG00000083093.10	ENST00000261584.9
ENSG00000083093.10	ENST00000568219.5
ENSG00000166847.10	ENST00000300087.7
ENSG00000166847.10	ENST00000563998.5
ENSG00000166847.10	ENST00000568589.5
ENSG00000166847.10	ENST00000568272.1
ENSG00000166851.15	ENST00000300093.9
ENSG00000134398.15	ENST00000256797.9
ENSG00000134398.15	ENST00000457008.6
ENSG00000166869.3	ENST00000300113.3
ENSG00000166501.14	ENST00000321728.12
ENSG00000166501.14	ENST00000643927.1
ENSG00000006116.4	ENST00000005284.4
ENSG00000122257.20	ENST00000319715.10
ENSG00000122257.20	ENST00000452655.6
ENSG00000122257.20	ENST00000381039.7
ENSG00000122257.20	ENST00000348022.6
ENSG00000090905.19	ENST00000395799.8
ENSG00000090905.19	ENST00000315183.11
ENSG00000158865.12	ENST00000347898.7
ENSG00000158865.12	ENST00000545376.5
ENSG00000158865.12	ENST00000449109.6
ENSG00000158865.12	ENST00000424767.6
ENSG00000158865.12	ENST00000565769.5
ENSG00000158865.12	ENST00000568579.5
ENSG00000158865.12	ENST00000567758.5
ENSG00000158865.12	ENST00000569071.1
ENSG00000140750.17	ENST00000289968.11
ENSG00000140750.17	ENST00000303665.9
ENSG00000205629.12	ENST00000380966.8
ENSG00000205629.12	ENST00000399069.8
ENSG00000103375.11	ENST00000566125.5
ENSG00000103375.11	ENST00000219660.6
ENSG00000155592.16	ENST00000328086.12
ENSG00000182601.7	ENST00000331351.6
ENSG00000234186.5	ENST00000505035.3
ENSG00000155666.12	ENST00000286096.9
ENSG00000155666.12	ENST00000441782.6
ENSG00000155666.12	ENST00000568965.1
ENSG00000169189.17	ENST00000361439.9
ENSG00000077238.14	ENST00000543915.6
ENSG00000077238.14	ENST00000395762.7
ENSG00000077238.14	ENST00000628578.1
ENSG00000077238.14	ENST00000170630.6
ENSG00000103522.16	ENST00000564089.5
ENSG00000103522.16	ENST00000337929.8
ENSG00000103522.16	ENST00000395754.4
ENSG00000077235.18	ENST00000561623.5
ENSG00000077235.18	ENST00000356183.9
ENSG00000047578.13	ENST00000261588.9
ENSG00000169181.13	ENST00000447459.7
ENSG00000169181.13	ENST00000395724.7
ENSG00000169181.13	ENST00000380897.7
ENSG00000169181.13	ENST00000569166.1
ENSG00000169180.12	ENST00000304658.10
ENSG00000169180.12	ENST00000565698.5
ENSG00000188322.8	ENST00000671413.3
ENSG00000188322.8	ENST00000341901.5
ENSG00000198156.10	ENST00000533640.5
ENSG00000198156.10	ENST00000532254.1
ENSG00000205609.13	ENST00000398944.7
ENSG00000205609.13	ENST00000380876.5
ENSG00000261832.6	ENST00000635887.1
ENSG00000233232.7	ENST00000452313.5
ENSG00000233232.7	ENST00000652214.1
ENSG00000233232.7	ENST00000435324.3
ENSG00000188603.22	ENST00000637100.1
ENSG00000188603.22	ENST00000569430.7
ENSG00000188603.22	ENST00000359984.12
ENSG00000188603.22	ENST00000636147.2
ENSG00000188603.22	ENST00000360019.8
ENSG00000188603.22	ENST00000357857.14
ENSG00000188603.22	ENST00000333496.14
ENSG00000188603.22	ENST00000357806.11
ENSG00000188603.22	ENST00000395653.9
ENSG00000188603.22	ENST00000567963.6
ENSG00000188603.22	ENST00000565316.6
ENSG00000188603.22	ENST00000636228.1
ENSG00000188603.22	ENST00000355477.10
ENSG00000184730.11	ENST00000564831.6
ENSG00000184730.11	ENST00000431282.2
ENSG00000197272.2	ENST00000356897.1
ENSG00000176046.9	ENST00000324873.8
ENSG00000176046.9	ENST00000395641.2
ENSG00000288656.1	ENST00000677940.1
ENSG00000176476.9	ENST00000317058.8
ENSG00000197165.11	ENST00000533150.5
ENSG00000197165.11	ENST00000335715.9
ENSG00000197165.11	ENST00000395630.5
ENSG00000196502.12	ENST00000569554.5
ENSG00000196502.12	ENST00000350842.8
ENSG00000196502.12	ENST00000314752.11
ENSG00000255524.8	ENST00000529716.5
ENSG00000255524.8	ENST00000683297.1
ENSG00000184110.15	ENST00000566501.5
ENSG00000184110.15	ENST00000395587.5
ENSG00000184110.15	ENST00000331666.11
ENSG00000184110.15	ENST00000564243.5
ENSG00000184110.15	ENST00000566866.5
ENSG00000196993.8	ENST00000357796.7
ENSG00000196993.8	ENST00000550983.1
ENSG00000168488.19	ENST00000336783.9
ENSG00000168488.19	ENST00000340394.12
ENSG00000168488.19	ENST00000325215.10
ENSG00000168488.19	ENST00000382686.8
ENSG00000168488.19	ENST00000395547.6
ENSG00000168488.19	ENST00000564304.5
ENSG00000168488.19	ENST00000570200.5
ENSG00000178952.11	ENST00000313511.8
ENSG00000178188.15	ENST00000322610.12
ENSG00000178188.15	ENST00000337120.9
ENSG00000178188.15	ENST00000545570.5
ENSG00000178188.15	ENST00000618521.4
ENSG00000178188.15	ENST00000359285.9
ENSG00000178188.15	ENST00000538342.5
ENSG00000178188.15	ENST00000684370.1
ENSG00000178188.15	ENST00000395532.8
ENSG00000196296.14	ENST00000357084.7
ENSG00000196296.14	ENST00000395503.9
ENSG00000196296.14	ENST00000536376.5
ENSG00000177548.13	ENST00000357573.10
ENSG00000177548.13	ENST00000358201.9
ENSG00000177548.13	ENST00000544477.5
ENSG00000177455.15	ENST00000324662.8
ENSG00000177455.15	ENST00000538922.8
ENSG00000176953.12	ENST00000564978.5
ENSG00000176953.12	ENST00000320805.8
ENSG00000176953.12	ENST00000568148.1
ENSG00000169682.18	ENST00000565975.5
ENSG00000169682.18	ENST00000311008.16
ENSG00000169682.18	ENST00000323081.12
ENSG00000169682.18	ENST00000334536.12
ENSG00000169682.18	ENST00000352260.11
ENSG00000213658.12	ENST00000395461.7
ENSG00000213658.12	ENST00000395456.7
ENSG00000213658.12	ENST00000564277.5
ENSG00000213658.12	ENST00000630764.2
ENSG00000213658.12	ENST00000354453.7
ENSG00000213658.12	ENST00000454369.6
ENSG00000213658.12	ENST00000360872.9
ENSG00000213658.12	ENST00000566177.5
ENSG00000254206.5	ENST00000524087.5
ENSG00000254206.5	ENST00000614927.1
ENSG00000183336.8	ENST00000330978.3
ENSG00000261740.6	ENST00000569622.5
ENSG00000181625.17	ENST00000330181.9
ENSG00000181625.17	ENST00000351581.4
ENSG00000213648.11	ENST00000360423.12
ENSG00000213648.11	ENST00000565290.5
ENSG00000169203.16	ENST00000458643.3
ENSG00000169203.16	ENST00000617311.1
ENSG00000197471.12	ENST00000395389.2
ENSG00000197471.12	ENST00000360121.4
ENSG00000197471.12	ENST00000652691.1
ENSG00000103485.19	ENST00000449759.2
ENSG00000103485.19	ENST00000395384.9
ENSG00000103485.19	ENST00000562473.1
ENSG00000185905.4	ENST00000329410.4
ENSG00000174992.8	ENST00000400752.6
ENSG00000079616.13	ENST00000561482.5
ENSG00000079616.13	ENST00000160827.9
ENSG00000079616.13	ENST00000400751.9
ENSG00000079616.13	ENST00000569382.2
ENSG00000103495.14	ENST00000545521.5
ENSG00000103495.14	ENST00000322945.11
ENSG00000103495.14	ENST00000562337.5
ENSG00000103495.14	ENST00000566906.6
ENSG00000103495.14	ENST00000563402.1
ENSG00000103495.14	ENST00000219782.10
ENSG00000103495.14	ENST00000616501.4
ENSG00000103495.14	ENST00000568544.5
ENSG00000103495.14	ENST00000569978.1
ENSG00000103495.14	ENST00000568282.1
ENSG00000167371.21	ENST00000647876.1
ENSG00000167371.21	ENST00000567659.3
ENSG00000167371.21	ENST00000637565.1
ENSG00000167371.21	ENST00000358758.12
ENSG00000167371.21	ENST00000636619.1
ENSG00000167371.21	ENST00000300797.7
ENSG00000167371.21	ENST00000637403.1
ENSG00000167371.21	ENST00000572820.2
ENSG00000167371.21	ENST00000637064.1
ENSG00000280893.1	ENST00000609618.2
ENSG00000280789.2	ENST00000320330.8
ENSG00000281348.1	ENST00000562285.1
ENSG00000013364.19	ENST00000395353.5
ENSG00000013364.19	ENST00000357402.10
ENSG00000013364.19	ENST00000629059.1
ENSG00000103502.14	ENST00000219789.11
ENSG00000103502.14	ENST00000561555.5
ENSG00000103502.14	ENST00000566113.5
ENSG00000103502.14	ENST00000569956.5
ENSG00000103502.14	ENST00000570016.5
ENSG00000103502.14	ENST00000563415.1
ENSG00000174938.15	ENST00000346932.9
ENSG00000174938.15	ENST00000350527.7
ENSG00000174938.15	ENST00000308713.9
ENSG00000174938.15	ENST00000617533.5
ENSG00000174938.15	ENST00000537485.5
ENSG00000174939.11	ENST00000483405.5
ENSG00000174939.11	ENST00000308748.10
ENSG00000174939.11	ENST00000651383.1
ENSG00000174943.11	ENST00000568000.6
ENSG00000174943.11	ENST00000561540.2
ENSG00000174943.11	ENST00000567795.3
ENSG00000149932.17	ENST00000414689.6
ENSG00000149932.17	ENST00000561899.6
ENSG00000149932.17	ENST00000566848.5
ENSG00000149930.18	ENST00000308893.9
ENSG00000149930.18	ENST00000543033.5
ENSG00000149930.18	ENST00000279394.7
ENSG00000149930.18	ENST00000416441.2
ENSG00000149929.16	ENST00000279392.8
ENSG00000149929.16	ENST00000564026.1
ENSG00000169592.15	ENST00000304516.11
ENSG00000169592.15	ENST00000620599.4
ENSG00000169592.15	ENST00000563197.6
ENSG00000169592.15	ENST00000567254.5
ENSG00000169592.15	ENST00000567705.5
ENSG00000149927.18	ENST00000350119.9
ENSG00000149927.18	ENST00000616445.4
ENSG00000149927.18	ENST00000564944.5
ENSG00000149927.18	ENST00000564979.5
